Value,City,Country,Latitude,Longitude
131854,Tychy,Poland,50.1,19
131809,Rabak,Sudan,13.2,32.7
131800,Chaghcharan,Afghanistan,34.5,65.3
131630,Simões Filho,Brazil,-12.8,-38.4
131527,Ozamiz,Philippines,8.2,123.9
131513,Jijel,Algeria,36.8,5.8
131512,Jizzakh,Uzbekistan,40.1,67.8
131450,Gölcük,Turkey,40.7,29.9
131360,Trà Vinh,Vietnam,9.9,106.4
131356,Araucária,Brazil,-25.6,-49.4
131283,Phichit,Thailand,16.3,100.3
131269,Varginha,Brazil,-21.5,-45.4
131250,Yenakiieve,Ukraine,48.2,38.2
131224,Sterling Heights,USA,42.6,-83
131187,Shinyanga,Tanzania,-3.7,33.4
131150,Torbat-e-heydariyeh,Iran,35.3,59.2
131067,Sabhar,Bangladesh,23.8,90.3
131024,Dąbrowa Górnicza,Poland,50.3,19.2
131016,Valle de la Pascua,Venezuela,9.2,-66
131014,Abbottabad,Pakistan,34.2,73.2
131000,Uromi,Nigeria,6.7,6.3
130992,Ferrara,Italy,44.8,11.6
130960,Enschede,Netherlands,52.2,6.9
130946,Larissa,Greece,39.6,22.4
130820,Cartago,Colombia,4.8,-75.9
130790,Daska,Pakistan,32.3,74.4
130660,New Haven,USA,41.3,-72.9
130517,Ninh Bình,Vietnam,20.2,105.9
130295,Toledo,Brazil,-24.7,-53.7
130288,Miramar,USA,26,-80.3
130271,Praia,Cabo Verde,14.9,-23.5
130255,Otaru,Japan,43.2,141
130035,Manzanillo,Mexico,19.1,-104.3
130026,Kadoma,Japan,34.7,135.6
129981,San Carlos,Philippines,10.4,123.3
129922,Guasdualito,Venezuela,7.2,-70.7
129883,Sinnar al-Madina,Sudan,13.6,33.6
129706,Epworth,Zimbabwe,-17.9,31.2
129667,Embu,Kenya,-0.5,37.5
129646,Gazipur,Bangladesh,24,90.4
129637,Fujieda,Japan,34.9,138.3
129580,Uruguaiana,Brazil,-29.8,-57.1
129522,Zaraza,Venezuela,9.4,-65.3
129509,Santa Lucía,Venezuela,6.3,-75.6
129424,San Jose,Philippines,15.8,121
129418,Khoramshahr,Iran,30.4,48.2
129388,Aizuwakamatsu,Japan,37.5,139.9
129361,Pakpattan,Pakistan,30.3,73.4
129301,Fusagasugá,Colombia,4.3,-74.4
129273,Palopo,Indonesia,-3,120.1
129265,Apucarana,Brazil,-23.5,-51.4
129246,Ciudad Delgado,El Salvador,13.8,-89.2
129245,Bat Yam,Israel,32,34.7
129242,Ji-Paraná,Brazil,-10.9,-61.9
129201,Prabumulih,Indonesia,-3.4,104.2
129194,Karatsu,Japan,33.4,130
129194,Naogaon,Bangladesh,24.8,88.9
129161,Cametá,Brazil,-2.2,-49.5
129136,Ingolstadt,Germany,48.8,11.4
129118,Düzce,Turkey,40.8,31.2
129075,Šiauliai,Lithuania,55.9,23.3
129030,Waco,USA,31.6,-97.2
129011,Zacatecas,Mexico,22.8,-102.6
128956,Misato,Japan,35.8,139.9
128930,Unaiza,Saudi-Arabia,26.1,44
128927,Bahawalnagar,Pakistan,30,73.3
128848,Bern,Switzerland,46.9,7.4
128831,Songrim,Democratic People's Republic of Korea,38.8,125.6
128812,Tando Adam,Pakistan,25.8,68.6
128757,Angren,Uzbekistan,41,70.1
128750,Körfez,Turkey,40.8,29.8
128731,Thousand Oaks,USA,34.2,-118.9
128686,Opole,Poland,50.7,17.9
128506,Gagnoa,Côte d'Ivoire,6.1,-6
128503,Cagua,Venezuela,10.2,-67.5
128458,Pollachi,India,10.7,77
128429,Cedar Rapids,USA,42,-91.7
128421,Okinawa,Japan,26.3,127.8
128400,Győr,Hungary,47.7,17.7
128369,Stavanger,Norway,59,5.7
128358,Cam Ranh,Vietnam,11.9,109.1
128357,Táriba,Venezuela,7.8,-72.2
128273,Ōshū,Japan,39.1,141.1
128201,Wałbrzych,Poland,50.8,16.3
128130,Khanna,India,30.7,76.2
128108,Neemuch,India,24.5,74.9
127999,Charleston,USA,32.8,-80
127982,Hawalli,Kuwait,29.3,48
127953,Płock,Poland,52.5,19.7
127931,Palwal,India,28.1,77.3
127892,Kruševac,Serbia,43.6,21.3
127857,Khairpur,Pakistan,27.5,68.8
127763,Visalia,USA,36.3,-119.3
127757,Minoh,Japan,34.8,135.5
127757,Jīmma,Ethiopia,7.7,36.9
127732,Elbląg,Poland,54.2,19.4
127726,Kirishima,Japan,31.9,130.9
127679,Topeka,USA,39,-95.7
127661,Araras,Brazil,-22.4,-47.4
127657,Crato,Brazil,-7.2,-39.4
127582,Zama,Japan,35.5,139.4
127569,Metro,Indonesia,-5.1,105.3
127558,Elizabeth,USA,40.7,-74.2
127500,Dunedin,New Zealand,-45.9,170.5
127488,Gainesville,USA,29.7,-82.3
127474,Ōmuta,Japan,33,130.4
127359,Thornton,USA,39.9,-104.9
127345,Beppu,Japan,33.3,131.4
127226,Facatativá,Colombia,4.9,-74.3
127174,Siirt,Turkey,37.9,41.9
127173,Yasothon,Thailand,15.8,104.1
127171,Rio das Ostras,Brazil,-22.5,-41.9
127125,Palanpur,India,24.2,72.4
127056,Nonsan,Republic of Korea,36.2,127.1
127035,Roseville,USA,38.8,-121.3
126902,Asaka,Japan,35.8,139.6
126884,Cherkessk,Russia,44.2,42.1
126874,Nkongsamba,Cameroon,5,9.9
126817,Sinop,Brazil,-11.9,-55.5
126811,Andimeshk,Iran,32.4,48.4
126810,Bắc Giang,Vietnam,21.3,106.6
126729,Serpukhov,Russia,54.9,37.4
126700,Carrollton,USA,33,-96.9
126631,Ituzaingó,Argentina,-34.7,-58.7
126604,Coral Springs,USA,26.3,-80.3
126574,Zubair,Iraq,30.4,47.7
126507,"Veracruz, Boca del Río Municipality",Mexico,19.2,-96.1
126479,Guntakal,India,15.2,77.4
126460,Trois-Rivières,Canada,46.3,-72.5
126456,Stamford,USA,41.1,-73.5
126276,Slough,United Kingdom,51.5,-0.6
126181,Simi Valley,USA,34.3,-118.7
126143,Mati,Philippines,6.9,126.2
126105,Cubatão,Brazil,-23.9,-46.4
126092,Kati,Mali,12.7,-8.1
126035,Ebina,Japan,35.5,139.4
126000,Mihtarlam,Afghanistan,34.7,70.2
125962,Pococi,Costa Rica,10.4,-83.7
125880,Concord,USA,38,-122
125847,Daitō,Japan,34.7,135.6
125808,Pinhais,Brazil,-25.4,-49.2
125800,Batumi,Georgia,41.6,41.6
125787,Krasnogorsk,Russia,55.8,37.3
125787,Gorzów Wielkopolski,Poland,52.7,15.2
125610,Mogok,Myanmar,22.9,96.5
125528,Nabadwip,India,23.4,88.4
125528,Nefteyugansk,Russia,61.1,72.6
125451,Urdaneta,Philippines,16,120.6
125447,Kidapawan,Philippines,7,125.1
125408,San Nicolás de los Arroyos,Argentina,-33.3,-60.2
125353,Santa Cruz do Sul,Brazil,-29.9,-51.2
125350,Udupi,India,13.3,74.7
125345,Jagdalpur,India,19.1,82
125300,Napier-Hastings,New Zealand,-39.5,176.9
125274,Matsubara,Japan,34.6,135.6
125246,Cachoeirinha,Brazil,-29.9,-51.1
125183,Motihari,India,26.7,84.9
125178,Chishtian,Pakistan,29.8,72.9
125083,Tabaco,Philippines,13.3,123.6
125017,Hartford,USA,41.8,-72.7
125000,Bwari,Nigeria,9.3,7.4
124892,KiryuKiryū,Japan,36.4,139.1
124773,Narita,Japan,35.8,140.3
124698,Würzburg,Germany,49.8,9.9
124679,Kashihara,Japan,34.5,135.8
124679,Kraljevo,Serbia,43.7,20.7
124650,Mocuba,Mozambique,-16.9,37
124644,Ciudad Valles,Mexico,22.2,-101
124623,Guadalupe,Mexico,25.7,-100.2
124557,Balneário Camboriú,Brazil,-27,-48.6
124550,Amersfoort,Netherlands,52.2,5.4
124435,Kent,USA,47.4,-122.2
124370,Conselheiro Lafaiete,Brazil,-20.7,-43.8
124359,Gongju,Republic of Korea,36.4,127.1
124323,Marand,Iran,38.4,45.8
124316,Resende,Brazil,-22.4,-44.5
124291,Kitami,Japan,43.8,143.9
124288,Novocheboksarsk,Russia,56.1,47.5
124276,Lafayette,USA,30.2,-92
124245,Pilibhit,India,28.6,79.8
124173,Calapan,Philippines,13.4,121.2
124098,Rudni,Kazakhstan,53,63.1
124003,Krasnyi Luch,Ukraine,48.1,38.9
123933,Midland,USA,32,-102.1
123885,Sunyani,Ghana,7.3,-2.3
123825,Santana de Parnaíba,Brazil,-23.4,-46.9
123777,Dimapur,India,25.9,93.7
123767,Shahreza,Iran,32,51.9
123743,Kisarazu,Japan,35.4,139.9
123720,Nakhon Phanom,Thailand,17.4,104.8
123662,Tam Kỳ,Vietnam,15.5,108.5
123657,Siracusa,Italy,37.1,15.3
123616,Heredia,Costa Rica,10.5,-84
123613,Itapipoca,Brazil,-3.5,-39.6
123596,Ranong,Thailand,10,98.6
123546,Surprise,USA,33.7,-112.5
123533,Jamalpur,Bangladesh,24.9,89.9
123512,Kusatsu,Japan,35,136
123484,Mohali,India,30.7,76.7
123477,Magangué,Colombia,9.2,-74.8
123329,Niihama,Japan,33.9,133.3
123293,Ilopango,El Salvador,13.7,-89.1
123255,Relizane,Algeria,35.7,0.6
123205,Gloucester,United Kingdom,51.9,-2.2
123155,Ichinoseki,Japan,38.9,141.1
123114,Punta Arenas,Chile,-53.2,-70.9
123099,Denton,USA,33.2,-97.1
123081,Miandoab,Iran,37,46.1
123034,Sano,Japan,36.3,139.6
123000,Mubi,Nigeria,10.3,13.3
122934,Munchon,Democratic People's Republic of Korea,39.3,127.4
122916,Pancevo,Serbia,44.9,20.6
122896,Payakumbuh,Indonesia,-0.2,100.6
122686,Sakakah,Saudi-Arabia,30,40.2
122668,São Mateus,Brazil,-18.7,-39.8
122627,San Pedro Garza García,Mexico,25.7,-100.4
122568,Vĩnh Yên,Vietnam,21.3,105.6
122545,Murom,Russia,55.6,42
122508,Zrenjanin,Serbia,45.4,20.4
122500,Rustavi,Georgia,41.5,45
122457,Wolfsburg,Germany,52.4,10.8
122443,Campo Largo,Brazil,-25.5,-49.5
122362,Guelph,Canada,43.5,-80.2
122335,Cauayan,Philippines,16.9,121.8
122326,Toungoo,Myanmar,19,96.4
122326,Sadulpur,India,28.6,75.4
122307,Rajapalayam,India,11.8,79.6
122263,Sejong,Republic of Korea,36.5,127.3
122216,Boca Chica,Dominican Republic,18.5,-69.6
122205,Tondabayashi,Japan,34.5,135.6
122201,Bor,Russia,56.4,44.1
122154,Umm Qasr,Iraq,30.1,47.9
122131,Pabna,Bangladesh,24,89.3
122122,Fujinomiya,Japan,35.2,138.6
122044,Jaranwala,Pakistan,31.3,73.4
122032,Wadi as-Sir,Jordan,32,35.9
122031,Edfu,Egypt,25,32.9
122020,Maranguape,Brazil,-3.9,-38.7
121992,Dharmavaram,India,14.4,77.7
121976,Gyumri (Leninakan),Armenia,40.8,43.8
121716,Hội An,Vietnam,15.9,108.3
121701,Negombo,Sri Lanka,7.2,79.9
121670,Colatina,Brazil,-19.5,-40.6
121610,Kashipur,India,29.2,79
121610,Aalborg,Denmark,57,9.9
121500,Bagé,Brazil,-31.3,-54.1
121486,Hưng Yên,Vietnam,20.9,106
121479,Uhta,Russia,63.6,53.7
121470,Naucalpan,Mexico,19.4,-99.1
121430,San Juan,Philippines,14.6,121
121358,Sivakasi,India,9.5,77.8
121350,Phủ Lý,Vietnam,20.5,105.9
121341,Orekhovo-Zuevo,Russia,55.8,39
121096,Victorville,USA,34.5,-117.4
121049,Pitalito,Colombia,1.8,-76.1
121040,Derince,Turkey,40.8,29.8
120999,Silay,Philippines,10.8,123.1
120982,Butwal,Nepal,27.7,83.5
120960,Watford,United Kingdom,51.7,-0.4
120948,Araruama,Brazil,-22.9,-42.3
120944,Fresnillo,Mexico,22.8,-102.6
120940,Ebetsu,Japan,43.1,141.6
120936,Ampang/Ulu Kelang,Malaysia,3.2,101.8
120883,Dumaguete,Philippines,9.3,123.3
120861,Mariara,Venezuela,10.3,-67.7
120844,Orizaba,Mexico,18.8,-97.1
120822,Huaraz,Peru,-9.5,-77.5
120774,Nikopol,Ukraine,47.6,34.4
120750,Dimitrovgrad,Russia,54.2,49.6
120738,Metz,France,49.1,6.2
120729,Preston,United Kingdom,53.8,-2.7
120719,Chía,Colombia,4.9,-74
120678,Florencio Varela,Argentina,-34.8,-58.3
120650,Agualva-Cacém,Portugal,38.8,-9.3
120473,Evpatoriya,Ukraine,45.2,33.4
120460,Dipolog,Philippines,8.6,123.3
120440,Włocławek,Poland,52.6,19.1
120414,Darjiling,India,27,88.3
120398,Talcahuano,Chile,-36.7,-73.1
120331,Yaizu,Japan,34.9,138.3
120310,Evansville,USA,38,-87.5
120305,Marituba,Brazil,-1.4,-48.3
120245,Santa Clara,USA,37.4,-122
120217,Severodonetsk,Ukraine,48.9,38.5
120204,Monza,Italy,45.6,9.3
120196,Mojokerto,Indonesia,-7.5,112.4
120124,Bragança,Brazil,-1.1,-46.8
120114,Jeongeup,Republic of Korea,35.6,126.9
120099,Abilene,USA,32.5,-99.7
120055,Dschang,Cameroon,5.5,10.1
120004,Guelma,Algeria,36.5,7.4
120000,Malakal,Sudan,9.5,31.7
119980,Athens,USA,34,-83.4
119962,Codó,Brazil,-4.5,-43.9
119915,Dharan,Nepal,26.8,87.3
119898,Bolu,Turkey,40.7,31.6
119808,Fürth,Germany,49.5,11
119768,Kōnosu,Japan,36.1,139.5
119744,Yala,Thailand,6.5,101.3
119725,Lysychansk,Ukraine,48.9,38.4
119719,Brusque,Brazil,-27,-48.8
119647,Derbent,Russia,42.1,48.3
119644,Ribeirão Pires,Brazil,-23.7,-46.4
119598,Ahmadpur East,Pakistan,29.2,71.3
119418,Cork,Ireland,51.9,-8.5
119397,Rehovot,Israel,31.9,34.8
119371,Berdyansk,Ukraine,46.8,36.8
119358,Fao,Iraq,30,48.4
119252,Danao,Philippines,10.5,124
119230,Menemen,Turkey,38.6,27.1
119218,Ulm,Germany,48.4,10
119203,Offenbach am Main,Germany,50.1,8.8
119071,Maribor,Slovenia,46.6,15.6
119056,Santa Coloma de Gramenet,Spain,41.4,2.2
118998,Bau-Bau,Indonesia,-5.4,122.7
118946,Latina,Italy,41.5,12.9
118945,Mopti,Mali,14.5,-4.2
118864,Sertãozinho,Brazil,-21.1,-48
118853,Catanduva,Brazil,-21.1,-49
118837,Vallejo,USA,38.1,-122.3
118832,Ashqelon,Israel,31.7,34.6
118820,Dordrecht,Netherlands,51.8,4.7
118801,Kokubunji,Japan,35.7,139.5
118748,Mataró,Spain,41.5,2.4
118707,Zielona Góra,Poland,51.9,15.5
118660,Kakegawa,Japan,34.8,138
118652,Kajang dan Sungai Chua,Malaysia,2.9,101.8
118618,Mit Ghamr,Egypt,30.7,31.3
118614,Miramar,Mexico,24.3,-98.8
118591,Toda,Japan,35.8,139.7
118577,Allentown,USA,40.6,-75.5
118521,Barretos,Brazil,-20.6,-48.6
118496,Chikkamagaluru,India,13.3,75.8
118468,Iguala,Mexico,18.3,-99.5
118423,La Concepción,Venezuela,10.6,-71.8
118378,Guaratinguetá,Brazil,-22.8,-45.2
118323,Paulo Afonso,Brazil,-9.4,-38.2
118312,Valinhos,Brazil,-23,-47
118295,Tarnów,Poland,50,21
118289,Gudivada,India,16.4,81
118281,Habikino,Japan,34.6,135.6
118267,Zipaquirá,Colombia,5,-74
118227,Magelang,Indonesia,-7.5,110.2
118202,Baleshwar Town,India,21.5,86.9
118197,Norman,USA,35.2,-97.3
118195,Mancherial,India,18.9,79.5
118163,Hovsgol,Mongolia,50.2,100.3
118122,Heilbronn,Germany,49.1,9.2
118071,Delicias,Mexico,28.2,-105.5
118070,Leiden,Netherlands,52.2,4.5
118056,Guarapari,Brazil,-20.6,-40.4
118000,Azare,Nigeria,11.7,10.2
118000,Ekpoma,Nigeria,6.7,6.1
117949,Nevinnomyssk,Russia,44.6,41.9
117927,Handa,Japan,34.9,136.9
117916,Innsbruck,Austria,47.3,11.4
117908,Gingoog,Philippines,8.8,125.1
117796,Beaumont,USA,30.1,-94.1
117787,Kingston,Canada,44.2,-76.5
117754,Pforzheim,Germany,48.9,8.7
117665,Magway,Myanmar,20.1,94.9
117632,Turgutlu,Turkey,38.5,27.7
117600,Tauranga,New Zealand,-37.7,176.2
117600,Ciudad de Villa de Álvarez,Mexico,19.3,-103.7
117546,Hà Tĩnh,Vietnam,18.3,105.7
117487,Higashiōmi,Japan,35.2,136.2
117476,Upata,Venezuela,8,-62.4
117457,Jandira,Brazil,-23.5,-46.9
117419,Perpignan,France,42.7,2.9
117374,Itaguaí,Brazil,-22.9,-43.8
117352,Kamyshin,Russia,50.1,45.4
117340,Maastricht,Netherlands,50.9,5.7
117327,Bruges,Belgium,51.2,3.2
117320,Srikakulam,India,18.3,83.9
117283,Malambo,Colombia,10.8,-74.8
117262,Rotherham,United Kingdom,53.4,-1.4
117240,Independence,USA,39.1,-94.4
117184,Tarragona,Spain,41.1,1.2
117167,Adilabad,India,19.7,78.5
117143,Birigui,Brazil,-21.3,-50.3
117097,Bukittinggi,Indonesia,-0.3,100.4
117093,Izeh,Iran,31.8,49.9
117044,Murfreesboro,USA,35.9,-86.4
117025,Ann Arbor,USA,42.3,-83.7
117006,Springfield,USA,39.8,-89.7
116980,Zoetermeer,Netherlands,52.1,4.5
116948,Ahuachapan,El Salvador,13.9,-89.8
116914,Besançon,France,47.2,6
116898,Orsha,Belarus,54.5,30.4
116891,Göttingen,Germany,51.5,9.9
116768,Berkeley,USA,37.9,-122.3
116760,Manpo,Democratic People's Republic of Korea,41.2,126.3
116745,Itabira,Brazil,-19.7,-43.2
116714,Yavatmal,India,20.4,78.1
116706,Votorantim,Brazil,-23.5,-47.4
116664,Bandar-e-Anzali,Iran,37.5,49.5
116631,Lorica,Colombia,9.3,-75.8
116626,Port-Gentil,Gabon,-0.7,8.8
116618,MALÉ,Maldives,4.2,73.5
116513,Peoria,USA,40.8,-89.6
116506,Vespasiano,Brazil,-19.7,-43.9
116467,Termez,Uzbekistan,37.2,67.3
116454,Barnala,India,30.4,75.5
116393,Hōfu,Japan,34.1,131.6
116366,Sri Jayawardanapura Kotte,Sri Lanka,6.9,79.9
116355,Nagaon,India,26.3,92.7
116340,Seversk,Russia,56.6,84.9
116329,Narasaraopet,India,16.2,80
116326,Torbalı,Turkey,38.2,27.4
116319,Bandırma,Turkey,40.4,28
116289,Rionegro,Colombia,6.3,-75.4
116288,Provo,USA,40.2,-111.6
116286,Pescara,Italy,42.5,14.2
116215,Darwin,Australia,-12.5,130.8
116200,Nyíregyháza,Hungary,48,21.7
116110,Botoşani,Romania,47.7,26.7
116064,Aïn Béïda,Algeria,35.8,7.4
116055,Bottrop,Germany,51.5,6.9
115908,Raigarh,India,21.9,83.4
115878,Vehari,Pakistan,30,72.4
115871,Marbella,Spain,36.5,-4.9
115858,Sergiev Posad,Russia,56.3,38.1
115708,El Monte,USA,34.1,-118
115693,Paço do Lumiar,Brazil,-2.5,-44.1
115633,Nasushiobara,Japan,37,140
115632,Araguari,Brazil,-18.7,-48.2
115609,Gudalajara de Buga,Colombia,3.9,-76.3
115604,Panevėžys,Lithuania,55.7,24.4
115603,Saidpur,Bangladesh,25.8,88.9
115595,Agadez,Niger,17,8
115547,Kintanu,Democratic Republic of the Congo,-5.1,15.1
115515,Tatuí,Brazil,-23.4,-47.8
115505,Chorzów,Poland,50.3,19
115473,Atbara,Sudan,17.7,34
115470,Trindade,Brazil,-16.7,-49.5
115405,Higashikurume,Japan,35.8,139.5
115403,Várzea Paulista,Brazil,-23.2,-46.8
115359,Ikoma,Japan,34.7,135.7
115320,Recklinghausen,Germany,51.6,7.2
115319,Kipushi,Democratic Republic of the Congo,-11.8,27.3
115290,Quibdo,Colombia,5.5,-76.6
115287,Šabac,Serbia,44.7,19.7
115278,Roorkee,India,29.9,77.9
115276,Columbia,USA,38.9,-92.3
115184,Hatsukaichi,Japan,34.4,132.3
115116,Koganei,Japan,35.7,139.5
115084,Goicoechea,Costa Rica,10,-84
115052,Ciego de Avila,Cuba,21.9,-78.6
115026,Lleida,Spain,41.6,0.6
115019,Puntarenas,Costa Rica,10,-84.8
115016,Bataisk,Russia,47.1,39.7
115000,Langtang,Nigeria,9.2,9.8
115000,Badagry,Nigeria,6.4,2.9
114964,Sakata,Japan,38.9,139.8
114963,San Fernando,Philippines,16.6,120.3
114866,Tajimi,Japan,35.3,137.1
114845,Kamalia,Pakistan,30.7,72.7
114825,Ejido,Venezuela,8.5,-71.2
114789,Uzhgorod,Ukraine,48.6,22.3
114763,Čačak,Serbia,43.9,20.4
114707,Jamundí,Colombia,3.1,-76.6
114654,Sacheon,Republic of Korea,35,128.1
114636,Valsad,India,20.6,72.9
114626,Escuintla,Guatemala,14.3,-90.8
114609,Pagar Alam,Indonesia,-4,103.3
114575,Ambikapur,India,23.1,83.2
114472,Khenchela,Algeria,35.4,7.1
114447,Giridih,India,24.2,86.3
114446,Yeongju,Republic of Korea,36.8,128.6
114428,Kawachinagano,Japan,34.5,135.6
114332,Novy Urengoy,Russia,66.1,76.7
114254,Chandausi,India,28.4,78.8
114213,Sogamoso,Colombia,5.7,-72.9
114205,Boulogne-Billancourt,France,48.8,2.2
114167,Orléans,France,47.9,1.9
114127,Mtwara,Tanzania,-10.3,40.2
114108,Jahrom,Iran,28.5,53.6
114087,Uruma,Japan,26.4,127.8
114074,Bayawan,Philippines,9.4,122.8
114007,Ciudad Cuauhtémoc,Mexico,28.6,-106.1
114000,Auchi,Nigeria,7.1,6.3
113993,Toliara,Madagascar,-23.4,43.7
113972,Lansing,USA,42.7,-84.6
113836,Navojoa,Mexico,29.3,-110.3
113833,Arapongas,Brazil,-23.4,-51.5
113806,Purulia,India,23.3,86.4
113749,Patan,India,23.8,72.1
113726,Shchelkovo,Russia,55.9,38
113658,Fargo,USA,46.9,-96.8
113600,Sanda,Japan,34.9,135.2
113555,Cap-Haitien,Haiti,19.7,-72.2
113442,Cambridge,United Kingdom,52.2,0.1
113426,South Kheetan,Kuwait,29.3,48
113249,Durrës,Albania,41.3,19.5
113242,Downey,USA,33.9,-118.1
113197,Tila al-Ali,Jordan,32,35.9
113181,Uíge,Angola,-7.6,15.1
113143,Bergamo,Italy,45.7,9.7
113128,El-Hawamdeyya,Egypt,29.9,31.3
113127,Salto,Brazil,-23.2,-47.3
113114,Almalyk,Uzbekistan,40.9,69.6
113082,Guaymas,Mexico,27.9,-110.9
113012,Bagaha,India,24.5,85.1
112921,Jaén,Spain,37.8,-3.8
112921,Barcarena,Brazil,-1.7,-48.6
112917,Poá,Brazil,-23.5,-46.3
112815,Shashemennē,Ethiopia,7.2,38.6
112778,Ciudad de San Juan,Argentina,-31.5,-68.5
112705,Satu Mare,Romania,47.8,22.9
112659,Kyzyl,Russia,51.7,94.5
112625,Pare-Pare,Indonesia,-4,119.6
112550,Mudon,Myanmar,16.3,97.7
112543,Saijō,Japan,33.9,133.2
112402,Passos,Brazil,-20.7,-46.6
112320,Mishima,Japan,35.1,138.9
112318,Bento Gonçalves,Brazil,-29.1,-51.5
112311,Achalpur,India,21.3,77.5
112174,Costa Mesa,USA,33.7,-117.9
112102,Artem (Primorskiy Krai),Russia,43.4,132.2
112096,Yacuiba,Bolivia,-22,-63.7
112085,Osmanabad,India,18.2,76
112085,San Felipe,Venezuela,10.3,-68.7
112067,Wilmington,USA,34.2,-77.9
112046,Minatitlán,Mexico,19.2,-96.1
112032,Eunápolis,Brazil,-16.4,-39.6
111897,Lomas de Zamora,Argentina,-34.8,-58.4
111804,Duitama,Colombia,5.8,-73.1
111787,Bousaada,Algeria,35.2,4.2
111763,Akishima,Japan,35.7,139.4
111753,Yumbo,Colombia,3.5,-76.5
111707,Arvada,USA,39.8,-105.1
111660,Temperley,Argentina,-34.8,-58.4
111652,Três Lagoas,Brazil,-20.8,-51.7
111633,São Félix do Xingu,Brazil,-6.6,-52
111628,Siverek,Turkey,37.8,39.3
111620,Itatiba,Brazil,-23,-46.8
111586,Almirante Tamandaré,Brazil,-25.4,-49.3
111542,Inglewood,USA,34,-118.3
111524,Caraguatatuba,Brazil,-23.6,-45.4
111447,Tovar,Venezuela,8.3,-71.8
111378,Miami Gardens,USA,25.9,-80.2
111357,Reutlingen,Germany,48.5,9.2
111231,Daugavpils,Latvia,55.9,26.5
111149,Deesa,India,24.3,72.2
111109,Oktyabrsky,Russia,54.5,53.5
111071,Myitkyina,Myanmar,25.4,97.4
111067,Nandurbar,India,21.4,74.2
111037,Montego Bay,Jamaica,18.5,-77.9
111034,Jiroft,Iran,28.7,57.7
111013,Pavlograd,Ukraine,48.5,35.9
110993,Ciudad de Mendoza,Argentina,-32.9,-68.8
110980,Azamgarh,India,26.1,83.2
110972,Carlsbad,USA,33.1,-117.3
110945,Hikone,Japan,35.3,136.3
110945,Westminster,USA,39.9,-105.1
110933,Rouen,France,49.4,1.1
110932,Mozir,Belarus,52,29.2
110917,Igarassu,Brazil,-7.8,-34.9
110901,Râmnicu Vâlcea,Romania,45.1,24.4
110878,Alchevsk,Ukraine,48.5,38.8
110877,Västerås,Sweden,59.6,16.5
110855,Toowoomba,Australia,-27.6,152
110813,Chikusei,Japan,36.3,140
110742,Rochester,USA,44,-92.5
110720,Odessa,USA,31.9,-102.3
110660,Zwolle,Netherlands,52.5,6.1
110643,Koblenz,Germany,50.3,7.6
110565,Santana,Brazil,0,-51.2
110563,Hakusan,Japan,36.2,136.8
110550,Marugame,Japan,34.3,133.8
110496,Ramgarh,India,23.6,85.5
110491,Masaya,Nicaragua,12,-86.1
110464,Marivan,Iran,35.5,46.2
110411,Parintins,Brazil,-2.6,-56.7
110398,Trat,Thailand,12.2,102.5
110388,Formosa,Brazil,-15.6,-47.3
110378,Manchester,USA,43,-71.4
110340,Limbé,Cameroon,4,9.2
110304,Chauk,Myanmar,20.9,94.8
110280,Kairouan,Tunisia,35.7,10.1
110243,Novoshakhtinsk,Russia,47.8,39.9
110241,Monte Grande,Argentina,-34.8,-58.5
110230,Quíbor,Venezuela,9.9,-69.6
110145,Elgin,USA,42,-88.3
110119,Tuyên Quang,Vietnam,22.2,105.3
110116,Nazilli,Turkey,37.9,28.3
110091,Firozpur,India,30.9,74.6
110077,West Jordan,USA,40.6,-112
110058,Baripada,India,21.9,86.7
109953,Toride,Japan,35.9,140.1
109943,Kamal Shahr,Iran,35.9,50.9
109919,Siwan,India,26.2,84.4
109914,Bernal,Argentina,-34.7,-58.3
109839,Iringa,Tanzania,-7.8,35.7
109821,Round Rock,USA,30.5,-97.7
109787,Desouk,Egypt,31.1,30.6
109779,Ubá,Brazil,-21.1,-42.9
109724,Niğde,Turkey,38,34.7
109703,Clearwater,USA,28,-82.8
109676,Waterbury,USA,41.6,-73
109588,Mulhouse,France,47.8,7.3
109575,Rajampet,India,14.2,79.2
109521,Novokuybishevsk,Russia,53.1,49.9
109493,Tsuyama,Japan,35.1,134
109489,Ourinhos,Brazil,-23,-49.9
109450,Gitarama,Rwanda,-2.1,29.8
109425,Bergisch Gladbach,Germany,51,7.1
109397,Gresham,USA,45.5,-122.4
109343,Kandy,Sri Lanka,7.3,80.6
109320,Fairfield,USA,38.3,-122
109298,São Lourenço da Mata,Brazil,-8,-35
109285,Komatsu,Japan,36.4,136.5
109265,Yeoju,Republic of Korea,37.3,127.7
109229,Achinsk,Russia,56.3,90.5
109217,Pudukkottai,India,10.4,78.8
109207,Ang Thong,Thailand,14.6,100.5
109087,Miryang,Republic of Korea,35.5,128.7
109081,Zonguldak,Turkey,41.5,31.8
109059,Billings,USA,45.8,-108.6
109011,Ourense,Spain,42.3,-7.9
109000,Thayetmyo,Myanmar,19.3,95.2
108955,Remscheid,Germany,51.2,7.2
108954,Caen,France,49.2,-0.4
108902,Tumbes,Peru,-3.9,-80.5
108861,Lowell,USA,42.6,-71.3
108844,Bremerhaven,Germany,53.6,8.6
